NO,개최년도,무역관,지속선정여부,전시회명(영문),전시회명(국문),전시회명(약),개최시작일자,개최종료일자,개최미정여부,모집시작일자,모집종료일자,국가,도시,개최유형,전시장,전시회 설명,전시회 특징,전시품목,개최규모,개최규모단위,산업분야,비고(전시회 신청정보),유관기관 지원 전시회 여부,s,월
774,2027,북미지역본부 뉴욕무역관,N,2027 ASCO Oncology Metting,2027 미국 시카고 임상 종양학 전시회 [ASCO Oncology Metting],ASCO Oncology Metting,2027-06-04,2027-06-08,N,,,미국,시카고,오프라인,McCormick Place,"세계 각국의 종양학 전문의, 연구자, 제약·바이오기업 및 의료 관계자가 참여해 최신 암 연구 결과와 임상시험 데이터를 발표하고, 암 진단·치료 기술 및 환자 관리 발전 방향을 논의하는 세계적인 종양학 학술대회 및 전시회. 학술 발표, 교육 세션, 포스터 발표, 기업 전시 및 네트워킹 프로그램 등이 운영됨.",,"항암제 및 면역항암제, 표적치료제, 암 진단·바이오마커, 유전체·분자진단 기술, 정밀의료, 임상시험 및 연구지원 서비스, 의료기기, 디지털 헬스·AI, 환자 관리 솔루션",150000,sqft (ft²),"의료&제약, 바이오","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 추후 전년도 성과 업데이트 예정

",N,2027-06-04,6
776,2027,북미지역본부 뉴욕무역관,N,International Franchise Expo ,2027 미국 뉴욕 프랜차이즈 전시회 [IFE],IFE,2027-06-04,2027-06-05,N,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"매년 뉴욕에서 열리는 프랜차이즈 전문 전시회로 식품, 서비스, 외식, 헬스, 교육, 유통, 컨설팅, 도소매 등 다양한 분야의 프랜차이즈 모델과 브랜드가 소개되며 전 세계의 프랜차이즈 기회를 한자리에서 만날 수 있음. 전시회를 통해 새로운 비즈니스 기회를 탐색하고, 동시에 업계 전문가가 제공하는 프랜차이즈 운영 및 마케팅 전략에 대한 정보를 얻을 수 있음",,"도소매, 외식, 식품, 서비스, 프랜차이즈 지원 서비스 등 다양한 프랜차이즈 모델 및 관련 상품",150000,sqft (ft²),식품&음료,"★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않은 상태입니다.",N,2027-06-04,6
779,2027,북미지역본부 뉴욕무역관,N,2027 Bio International Convention,2027 미국 필라델피아 바이오 전시회 [BIO USA],BIO USA,2027-06-07,2027-06-10,N,,,미국,필라델피아,오프라인,Pennsylvania Convention Center,"미국 바이오 전시회는 KOTRA와 한국바이오협회가 2009년부터 매년 한국관을 공동운영 수행 해온 행사로, 한국은 북미 지역에 이어 가장 큰 규모의 국가관 운영, 그리고 참관객도 가장 많은 국가 중 하나인 전시회이다. 코로나-19의 여파로 20년, 21년 2년간 온라인으로 개최되었음에도 파트너링 및 미팅 건수는 타 전시에 비해 월등히 많았으며, 판데믹 이후 최초 오프라인으로 개최된 23년의 경우 전세계의 많은 기업들과 업계 관계자들이 참석하여 우리 기업들의 24년도 참가 문의가 계속 이어지고 있다. 세계 최대 규모의 제약 바이오 전시이기에 우리나라 기업에게 본 행사를 통해 글로벌 수출 및 협력을 지원해주고자 한다.",,"바이오 연료, 바이오 IT, 생물 의약품, 세포 생물학, 화학, 약물 전달체계, 지적재산권, 의료장비 등",150000,sqft (ft²),"바이오, 의료&제약","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 추후 전년도 성과 업데이트 예정

",N,2027-06-07,6
782,2027,북미지역본부 뉴욕무역관,N,NYSCC Suppliers’ Day ,2027 미국 뉴욕 뷰티 전시회(Suppliers' Day) [NYSCC Suppliers' Day],NYSCC Suppliers' Day,2027-06-08,2027-06-09,N,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"미국 뉴욕에서 개최되는 북미 최대 규모의 화장품 원료·화장품 R&D 전문 B2B 전시회입니다.  이 전시는 화장품 과학자, 원료 공급사, 브랜드 개발자, 연구소 및 제조사가 한자리에 모여 최신 화장품 기술, 원료, 포뮬레이션 솔루션을 공유하고 거래하는 기술 중심 전시회입니다.  특히 북미 화장품 산업의 핵심 네트워킹 플랫폼으로, 신규 원료 트렌드 및 혁신 기술이 가장 빠르게 소개되는 행사 중 하나입니다.",,"화장품 원료, 기능성 성분, 천연원료 등",150000,sqft (ft²),"기타, 뷰티&미용용품","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않음",N,2027-06-08,6
786,2027,북미지역본부 뉴욕무역관,N,Bar Convent Brooklyn,2027 미국 뉴욕 바 & 음료 전시회 [BCB (Bar Convent Brooklyn)],BCB (Bar Convent Brooklyn),2027-06-08,2027-06-09,N,,,미국,뉴욕,오프라인,Brooklyn Expo Center,"Bar Convent Brooklyn [BCB] 에서는 전세계의 업계 전문가 ((1) Bar – 경영자, 바텐더, 운영관리자/ (2)알콜, 음료 – 제조업체, 유통업체, 수입업체 / (3) 레스토랑 – 경영자, 매니저) 들을 초대하여 프리미엄 브랜드, 의사결정자 및 영향력이 있는 동종업계 사람들과의 네트워크를 형성하고 국내외 시장의 새로운 트렌드, 기술 및 제품에 대해서 공유하여 잠재적인 비즈니스 기회를 창출 할 수 있는 플랫폼이 있는 전시회임. 또한, 참석자들은 업계 최고 전문가들의 시연, 기조 연설 및 패널 토론에 참석 할 수도 있음. 21세 이상만 참관 가능한 전시회임. (21세 이하 입장불가)",,바 또는 클럽 등의 공급 물품 및 셋팅 물품,150000,sqft (ft²),"기타, 식품&음료","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음",N,2027-06-08,6
806,2027,북미지역본부 뉴욕무역관,N,Philadelphia Auto Show,2027 미국 필라델피아 자동차 전시회,,2027-06-16,2027-06-24,N,,,미국,필라델피아,오프라인,Pennsylvania Convention Center,"1902년에 처음 개최되어 매년 필라델피아에서 열리는 대규모 자동차 전시회로 전 세계 자동차 브랜드 및 제조업체가 참가하여 다양한 모델, 최신 기술, 자동차 산업의 트렌드 및 자동차 관련 상품을 선보이며 참관객은 승용차, SUV, 전기차 등 다양한 차량을 직접 보고 체험할 수 있음",,"승용차, SUV, 트럭, 컨셉트 카, 전기차 및 하이브리드 차량, 친환경 차량 등 다양한 자동차 브랜드 및 모델",150000,sqft (ft²),자동차,"★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음",N,2027-06-16,6
812,2027,북미지역본부 뉴욕무역관,N,2027 New York Valves: The Structural Heart Summit,2027 미국 뉴욕 심장질환 서밋 전시회 [New York Valves: The Structural Heart Summit],New York Valves: The Structural Heart Summit,2027-06-23,2027-06-25,N,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"중재심장학 전문의, 심장외과 전문의, 심장영상 전문가 및 관련 의료산업 관계자가 참여해 심장판막질환과 구조적 심장질환의 최신 치료법과 임상 연구를 공유하는 전문 학술대회 및 전시회. 경피적 판막 시술, 수술적 치료, 환자 선별, 의료영상, 시술 기법 및 합병증 관리 등을 중심으로 라이브 시술, 임상 발표, 실습 교육 및 기업 전시가 진행됨.",,"경피적 대동맥판막·승모판막·삼첨판막 치료기기, 인공심장판막, 구조적 심장질환 치료기기, 심장영상·진단장비, 카테터 및 시술 보조기기, 의료용 소프트웨어, 임상시험·연구지원 서비스, 시술 교육·시뮬레이션 솔루션",150000,sqft (ft²),"의료&제약, 바이오","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 추후 전년도 성과 업데이트 예정

",N,2027-06-23,6
816,2027,북미지역본부 로스앤젤레스무역관,N,Outdoor Retailer & Outdoor Design+Innovation Summer Show,2027 미국 솔트레이크 하계 섬유패션 아웃도어용품 전시회,Outdoor Retailer & Outdoor Design+Innovation Summer Show,2027-06-23,2027-06-25,N,,,미국,솔트래크,오프라인,Salt Palace Convention Center,Outdoor Retailer & Outdoor Design+Innovation Summer Show,북미 최대 아웃도어스포츠전문박람회,"아웃도어스포츠의류, 용품, 기능성섬유, 신발, 캠핑용품, 레저용품, 원부자재, 액세서리 등",44100,sqm(㎡),기타,,Y,2027-06-23,6
817,2027,북미지역본부 로스앤젤레스무역관,N,2027 Outdoor Retailer & Outdoor Design+Innovation Summer Show,2027 미국 솔트레이크시티 하계 아웃도어용품 전시회,OR&amp;ODI Summer,2027-06-23,2027-06-25,N,,,미국,솔트래크,오프라인,Salt Palace Convention Center,0,북미 최대 아웃도어스포츠전문박람회,"아웃도어스포츠의류, 용품, 기능성섬유, 신발, 캠핑용품, 레저용품, 원부자재, 액세서리 등",44100,sqm(㎡),패션&섬유,0,N,2027-06-23,6
818,2027,북미지역본부 로스앤젤레스무역관,N,2027 Outdoor Retailer & Outdoor Design+Innovation Summer Show,2027 미국 솔트레이크시티 하계 아웃도어용품 전시회,OR&amp;ODI Summer,2027-06-23,2027-06-25,N,,,미국,솔트래크,오프라인,Salt Palace Convention Center,0,북미 최대 아웃도어스포츠전문박람회,"아웃도어스포츠의류, 용품, 기능성섬유, 신발, 캠핑용품, 레저용품, 원부자재, 액세서리 등",44100,sqm(㎡),패션&섬유,0,N,2027-06-23,6
819,2027,북미지역본부 로스앤젤레스무역관,N,2027 Outdoor Retailer & Outdoor Design+Innovation Summer Show,2027 미국 솔트레이크시티 하계 아웃도어용품 전시회,OR&amp;ODI Summer,2027-06-23,2027-06-25,N,,,미국,솔트래크,오프라인,Salt Palace Convention Center,0,북미 최대 아웃도어스포츠전문박람회,"아웃도어스포츠의류, 용품, 기능성섬유, 신발, 캠핑용품, 레저용품, 원부자재, 액세서리 등",44100,sqm(㎡),패션&섬유,0,N,2027-06-23,6
820,2027,북미지역본부 로스앤젤레스무역관,N,2027 Outdoor Retailer & Outdoor Design+Innovation Summer Show,2027 미국 솔트레이크시티 하계 아웃도어용품 전시회,OR&amp;ODI Summer,2027-06-23,2027-06-25,N,,,미국,솔트래크,오프라인,Salt Palace Convention Center,0,북미 최대 아웃도어스포츠전문박람회,"아웃도어스포츠의류, 용품, 기능성섬유, 신발, 캠핑용품, 레저용품, 원부자재, 액세서리 등",44100,sqm(㎡),패션&섬유,0,N,2027-06-23,6
826,2027,북미지역본부 뉴욕무역관,N,Summer Fancy Food Show ,2027 미국 뉴욕 푸드 전시회 [Fancy food show],Fancy food show ,2027-06-25,2027-06-27,N,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"매년 두 번 (여름, 겨울) 개최되는 북미 최대 B2B 무역 전문 식품 박람회로서 전 세계 유명 식품업체가 참여하고 다양한 종류의 식품이 전시되어 최신 제품 및 트렌드와 획기적인 아이디어 상품을 확인할 수 있는 주요 식품 행사. 일반 대중에게는 공개되지 않으며 전시 방문객 중 약 90%가 구매 결정권자로 식품 전문 종사자들이 참여하는 세계적인 규모의 식품 전문 전시회",,"음료 (알코올, 탄산, 전통차 등), 제과 제빵 자재, 농수산물, 가공식품, 과일 및 채소, 조미료 등과 같은 식자재 등",150000,sqft (ft²),식품&음료,"★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음",N,2027-06-25,6
829,2027,북미지역본부 뉴욕무역관,N,Global Products Expo,2027 미국 뉴저지 소비재 및 식음료 전시회(Global Products Expo) [Global Products Expo],Global Products Expo,2027-06-26,2027-06-28,N,,,미국,뉴저지,오프라인,New Jersey Convention and Expo Center,"미국 뉴저지에서 개최되는 B2B 식품·음료 및 종합 소비재 무역 전시회로, 글로벌 제조사, 유통사, 리테일러 및 바이어를 연결하는 비즈니스 플랫폼입니다.  본 전시는 특히 중동, 지중해, 아시아 등 다양한 국가의 식품 및 소비재 브랜드가 미국 시장에 진출할 수 있도록 지원하는 수입·유통·파트너십 중심의 트레이드 쇼입니다.  행사는 뉴저지 컨벤션 센터에서 개최되며, 미국 내 유통망 및 리테일 바이어와 직접 연결되는 것이 특징입니다.",,"식품, 음료, 스낵, 제과, 제빵, 소스, 조미료, 커피, 차, 건강식품, 기능성 식품, 유기농 식품, 냉동식품, 가공식품, 향신료, 허브, 소스류, 식품 원료, 음료 베이스, 주류 대체 음료, 포장식품, 유통 및 리테일 제품, 패키징 솔루션 등",150000,sqft (ft²),식품&음료,"★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-06-26,6
849,2027,북미지역본부 뉴욕무역관,N,Texworld New York City,2027 미국 뉴욕 하계 텍스월드 전시회,,2027-07-01,2027-07-31,Y,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"매년 1월과 7월, 미국 뉴욕에서 개최되는 북미 지역 최대 규모의 섬유 전시회로 세계 유명 기업 및 다양한 업체와 제품 R&D 전문가, 디자이너 및 소싱 전문가 등 많은 업계 전문가가 참여하여 섬유 산업 전반에 걸친 다양한 제품을 선보이고 새로운 기술과 트렌드를 공유하며 비즈니스 네트워킹 기회를 제공함. 미국 시장에 제품을 소개하고, 시장 신규 진출 및 확대를 위한 기회를 모색할 수 있는 국제 비즈니스 전시회.",,"섬유류, 의류",150000,sqft (ft²),패션&섬유,"★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-07-01,7
875,2027,북미지역본부 뉴욕무역관,N,Functional Fabric Fair,2027 미국 뉴욕 기능성 섬유 전시회 [Functional Fabric Fair],,2027-07-20,2027-07-21,N,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"매년 미국 뉴욕에서 열리는 기능성 섬유 산업 주요 행사로 캘빈 클라인, 코치, 마이클 코어스 등 다수의 유명 의류 업체와 디자이너, 소싱 전문가, 재료 관리자 등 업계 전문가가 참가하며 비즈니스 네트워킹 기회와 함께 기능성 섬유 직물 산업 관련 최신 기술과 트렌드를 경험할 수 있음",,각종 기능성 섬유 및 의류 악세사리 등,150000,sqft (ft²),패션&섬유,"★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않은 상태입니다.",N,2027-07-20,7
885,2027,북미지역본부 뉴욕무역관,N,Curve New York,2027 미국 뉴욕 수영복 및 란제리 전시회 [CurveNY],CurveNY,2027-08-01,2027-08-31,Y,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"매년 미국 뉴욕과 로스앤젤레스에서 열리는 북미 지역의 대표 수영복·란제리 전시회로 전 세계에서 약 1,000명 이상의 바이어가 참가하며 다양한 브랜드와 업계 전문가가 참여하여 의류 및 액세서리 등 다양한 제품을 선보이고 최신 트렌드를 공유함",,"패션&섬유, 건강&스포츠",150000,sqft (ft²),패션&섬유,"★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-08-01,8
895,2027,북미지역본부 워싱턴DC무역관,N,Otakon 2027,2027 미국 워싱턴 애니메이션 전시회 [OTAKON],OTAKON,2027-08-01,2027-08-31,Y,,,미국,워싱턴,오프라인,Walter E Washington Convention Center,"오타콘(Otakon)은 애니메이션, 만화, J-pop 및 동아시아 문화를 기념하는 세계 최대이자 최고의 축제입니다. 1994년에 시작된 **오타콘(Otakon)**은 매년 여름, 아시아 팝 문화(애니메이션, 만화, 음악, 영화, 비디오 게임 등)와 그 팬덤을 기념하기 위해 열리는 연례 컨벤션입니다.",,"예술, 게임, 애니메이션, 만화, 영화 등",100000,sqft (ft²),문화콘텐츠&미디어,"★ 본 전시회는 주최측의 사정에 따라 개최일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

★ 2027년도 웹사이트 개설은 아직 확인되지 않습니다.",N,2027-08-01,8
898,2027,북미지역본부 뉴욕무역관,N,MEDevice Boston],2027 미국 보스턴 의료기기 전시회(MEDevice) [MEDevice Boston],MEDevice Boston,2027-08-01,2027-08-31,Y,,,미국,보스턴,오프라인,Boston Convention & Exhibition Center,"의료기기 산업의 제품 개발, 설계, 제조, 규제, 투자, 혁신 기술 등을 중심으로 한 2일짜리 엑스포 + 교육 컨퍼런스로, 엔지니어, 사업 리더, 바이오텍/제약 관계자, 규제/품질 전문가 등이 모여 최신 기술 동향, 시장 기회, 인증/승인 절차 및 실제 제품 상용화 케이스 등을 공유하고 네트워킹하는 자리. 2022년까지는 BIOMEDevice Boston라는 이름으로 운영되어 왔으며, 2023년부터 새로운 이름으로 리브랜딩됨.",,"제품 설계 & 개발, 제조 공정 및 공급망, 규제 및 인증, 혁신 기술, 시장 트렌드 등",150000,sqft (ft²),"의료&제약, 바이오","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 추후 전년도 성과 업데이트 예정

- 차년도 개최 일정은 현재까지 확정 및 공지되지 않은 상태입니다.

",N,2027-08-01,8
923,2027,북미지역본부 뉴욕무역관,N,Coterie New York,2027 미국 뉴욕 추계 패션 코테리 전시회,,2027-09-01,2027-09-30,Y,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"세계 1위 전시 주최 기업인 인포마(Informa)가 주최하는 세계 최대 규모의 여성 럭셔리 패션 전문 전시회로, 여성 컬렉션, 스트리트 패션, 액티브웨어, 요가 컬렉션 및 패션 잡화 등 패션 산업 전반에 걸친 다양한 품목이 전시됨. 엄격한 사전 심사 과정을 통해 선별된 브랜드만이 출품할 수 있으며 전시 품목이 여성 고급 의류에 포커스가 맞춰져 있는 만큼 그에 상응하는 고급 의류, 액세서리 업체들이 한자리에 모임. 주요 방문객은 백화점, 셀렉샵, 쇼룸, 온라인 쇼핑몰 등 패션 산업 전문 바이어로 구성되어 있으며 실질적인 거래 및 비즈니스 환경이 제공됨",,"여성복, 남성복 패션, 주얼리, 섬유, 의류 부자재 등",150000,sqft (ft²),"쥬얼리, 패션&섬유","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-09-01,9
927,2027,북미지역본부 뉴욕무역관,N,Tampa Bay Comic Convention ,2027 미국 플로리다 코믹콘 전시회,,2027-09-01,2027-09-30,Y,,,미국,플로리다,오프라인,Tampa Convention Center,"매년 미국 플로리다 주에서 열리는 대규모 미디어 엔터테인먼트 및 콘텐츠 전문 컨벤션으로 약 60,000명 이상의 참관객이 방문하며 만화 산업을 중심으로 애니메이션, 영화 등 다양한 엔터테인먼트 상품을 만나볼 수 있음. 관련 업계 전문가, 유명 인사와 팬이 함께 참여할 수 있는 다양한 이벤트가 제공되며 2000년대에 들어서면서부터 할리우드 영화 산업이 참여하게 되어 이를 중심으로 게임과 애니메이션, 완구, 문구, 캐릭터, 피겨 산업에 이르기까지 연관 산업의 복합적인 행사로 확대됨",,"애니메이션, 완구, 캐릭터 상품 등",150000,sqft (ft²),"문화콘텐츠&미디어, 문구&선물","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-09-01,9
934,2027,북미지역본부 뉴욕무역관,N,2027 Cocntract Pharma Conference,2027 미국 뉴저지 의약품 전시회 [Cocntract Pharma Conference],Cocntract Pharma Conference,2027-09-01,2027-09-30,Y,,,미국,,오프라인,미정,"제약 및 바이오제약 산업에서 아웃소싱 서비스 제공자(CDMO, CMO), 제약 제조, 포장 및 실험실 서비스, 규제/품질/공정 개선 기술 등 다양한 외주 제약 활동을 망라하는 행사. 전시(tabletop) + 컨퍼런스 세션들이 포함돼 있고, 업계 전문가들이 최신 기술 트렌드, 우수 사례, 공급망(supply chain), 비용 절감, 효율성 및 품질 보증, 혁신적인 제조・포장 기술 등을 공유하고 비즈니스 협력의 기회를 만드는 기회임.",,"CMO, CDMO (API, 생물제제 등), 포장, 라벨링, 실험실 서비스 및 분석, 규제 및 품질보증 등",150000,sqft (ft²),"의료&제약, 바이오","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 추후 전년도 성과 업데이트 예정

- 차년도 개최 일정은 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-09-01,9
941,2027,북미지역본부 워싱턴DC무역관,N,"2027 AFA Air, Space & Cyber Conference",2027 미국 메릴랜드 우주 항공 전시회 [AFA],AFA,2027-09-01,2027-09-30,Y,,,미국,메릴랜드,오프라인,Gaylord National Convention Center,"본 행사는 항공, 우주, 사이버와 관련하여 미국 공군 단체(AFA)에서 주최하고 있으며, 매년 10000명이 넘는 방문객과, 85개가 넘는 전시 부스와 스폰서, 90명이 넘는 유명인사들이 참여하며, 30개가 넘는 연설이 진행된다.",,"항공, 우주, 사이버 관련 제품 및 기술",62410,sqft (ft²),"방위산업, 항공&우주, 정보통신기술(IT)&S/W","★본 전시회는 주최측의 사정에 따라 개최일자 또는 개최여부가 변동될 수 있으므로 전시회 참가 및 참관 전 전시장으로 사전문의 바랍니다.



2027년 추가 전시정보 추후 업데이트 예정",N,2027-09-01,9
945,2027,북미지역본부 뉴욕무역관,N,The Rug Show,2027 미국 뉴욕 양탄자 전시회,,2027-09-01,2027-09-30,Y,,,미국,뉴욕,오프라인,Meadowlands Exposition Center,"업계 전문가로 이루어진 비영리 단체에서 매년 주최하는 양탄자, 러그 및 카펫 산업의 주요 행사로 프리미엄 브랜드를 포함한 다양한 업체가 참여하며 산업 트렌드를 파악하고 비즈니스 네트워킹 기회를 경험할 수 있음",,양탄자류와 천류,150000,sqft (ft²),"생활용품&가구, 패션&섬유","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.



현재 2027년도 상세 일정 및 전시장 정보는 아직 공식 홈페이지에 업데이트 되지 않았습니다. ",N,2027-09-01,9
951,2027,북미지역본부 뉴욕무역관,N,Make Up in New York,2027 미국 뉴욕 메이크업 전시회,,2027-09-01,2027-09-30,Y,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"뉴욕, 로스앤젤레스, 파리 등 전 세계 주요 도시에서 매년 개최되는 뷰티·메이크업 전문 B2B 전시회로 색조 화장품, 스킨케어 제품, 화장품 패키징 및 도구 등을 전문으로 하는 뷰티 관련 업체들과 연구원, 마케팅 담당자, 디자이너, 뷰티 블로거 등 다양한 업계 관계자 및 전문가가 참여하며 특히 제조 관련 비즈니스와 제조업체의 참여가 높음. 최신 제품과 함께 업계 트렌드를 확인할 수 있으며 네트워킹 및 비즈니스 협력 기회를 경험할 수 있음",,"스킨케어 제품, 색조 화장품, 메이크업 도구, 화장품 포장 용기 등",150000,sqft (ft²),뷰티&미용용품,"★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-09-01,9
958,2027,북미지역본부 시카고무역관,N,FABTECH 2027,2027 미국 시카고 금형 및 용접 전시회 ,FABTECH,2027-09-13,2027-09-16,N,,,미국,시카고,오프라인,McCormick Place,"북미 최대의 금속 성형, 제작, 용접 및 마감 전시회. FABTECH는 세계적 수준의 공급 업체를 만나볼 수 있으며 최신 산업 제품을 볼 수 있는 편리한 'one stop shop' 장소를 제공함.  금속 성형, 제작, 용점 및 마감에 대한 개발, 생산성 향상 및 수익 증대를 위한 도구로 알맞은 전시회","북미 최대의 금속 성형, 제작, 용접 및 마감 전시회. FABTECH는 세계적 수준의 공급 업체를 만나볼 수 있으며 최신 산업 제품을 볼 수 있는 편리한 'one stop shop' 장소를 제공함.  금속 성형, 제작, 용점 및 마감에 대한 개발, 생산성 향상 및 수익 증대를 위한 도구로 알맞은 전시회","적층 제조 / 3D 프린팅,아크 용접,어셈블리,오토메이션,굽힘 및 성형,브레이징 및 납땜,회사 서비스,코일 처리,절단,고정 및 결합,마감 / 페인트 및 분말 코팅,마무리 / 도금,가스 및 가스 장비,하이드로 포밍,검사 및 테스트,Job Shop / 계약 제조,레이저,유지 보수 및 수리,자재 취급,금속 공급자,플레이트 및 구조 제작,프레스 브레이크,펀칭,저항 용접,로봇 공학,롤 포밍,안전 및 환경,톱,소프트웨어, 기계 제어,스탬핑,용사,도구 및 다이,압형,튜브 및 파이프 제작 또는 용접,튜브 및 파이프 생산,워터젯,용접 소모품,용접기",0,sqm(㎡),기타,,N,2027-09-13,9
